X,Y,ROAD,ROAD_NAME,COMMON_USAGE_NAME,SLK,CWY,TRUE_DIST,NETWORK_TYPE,RA_NO,RA_NAME,LG_NO,LG_NAME,XSP,DATE_APPROVED,DATE_INSTALLED,ASSET_NO,PANEL_COUNT,PANEL_01_DESIGN,PANEL_01_DESIGN_MEANING,PANEL_02_DESIGN,PANEL_02_DESIGN_MEANING,PANEL_03_DESIGN,PANEL_03_DESIGN_MEANING,PANEL_04_DESIGN,PANEL_04_DESIGN_MEANING,LATITUDE,LONGITUDE,REGULATORY_SIGN_TYPE,ROUTE_NE_ID,OBJECTID,PANEL_01_COMMENT,PANEL_02_COMMENT,PANEL_03_COMMENT,PANEL_04_COMMENT,GlobalID
121.650911,-33.00156,6040545,Osborne Rd,Osborne Rd,0.08,Single,0.08,Local Road,5,Goldfields - Esperance,604,Esperance,Verge,,,0,2,R6-25B,RAILWAY CROSSING (POSITION) (WITH TARGET BOARD) (1200 X 800),R6-9,STOP ON RED SIGNAL (450 X 600),,,,,-33.00156,121.650911,Other,232191,22195869,,,,,{19347EEA-B392-4C31-92B9-BC32888E4778}
121.651082,-33.001474,6040545,Osborne Rd,Osborne Rd,0.09,Single,0.09,Local Road,5,Goldfields - Esperance,604,Esperance,Verge,,,0,2,R6-25B,RAILWAY CROSSING (POSITION) (WITH TARGET BOARD) (1200 X 800),R6-9,STOP ON RED SIGNAL (450 X 600),,,,,-33.001474,121.651082,Other,232191,22195870,,,,,{2F878DD1-EAC2-4072-92A6-039446CEAF08}
121.79342,-32.17206,H003,Eyre Hwy,Eyre Hwy,2.13,Single,2.13,State Road,5,Goldfields - Esperance,603,Dundas,Right,,,,3,MR-SM-4,INFORMATION (600 X 600),MR-SMAX-5(L),HORIZONTAL ARROW LEFT (600 X 200),MR-RA-4,BUSES AND COMMERCIAL VEHICLES EXCEPTED (450 X 400),,,-32.17206,121.79342,Other,247631,22195871,I (600X600),(SYMBOLIC WHITE ARROW) (600X200),BUSES AND COMERCIAL VEHICLES EXCEPTED (450X400),,{ED14D359-9541-45DA-AC9A-0D89DA66AF52}
121.79305,-32.1725,H003,Eyre Hwy,Eyre Hwy,2.07,Single,2.07,State Road,5,Goldfields - Esperance,603,Dundas,Left,,,,3,MR-SM-4,INFORMATION (600 X 600),MR-SMAX-5(R),HORIZONTAL ARROW RIGHT (600 X 200),MR-RA-4,BUSES AND COMMERCIAL VEHICLES EXCEPTED (450 X 400),,,-32.1725,121.79305,Other,247631,22195872,I (600X600),(SYMBOLIC WHITE ARROW) (600X200),BUSES AND COMERCIAL VEHICLES EXCEPTED (450X400),,{913EA405-718E-4FC9-958F-E3FAFFA02B99}
121.79278,-32.17331,H003,Eyre Hwy,Eyre Hwy,1.98,Single,1.98,State Road,5,Goldfields - Esperance,603,Dundas,Right,,,,1,R2-6B(L),NO LEFT TURN (600 X 600),,,,,,,-32.17331,121.79278,Other,247631,22195873,NO LEFT TURN (600X600),,,,{FF8E3F18-9644-4394-A046-A7C2ECC247B3}
121.79269,-32.1736,H003,Eyre Hwy,Eyre Hwy,1.95,Single,1.95,State Road,5,Goldfields - Esperance,603,Dundas,Right,,,,1,R2-4B,NO ENTRY (600 X 600),,,,,,,-32.1736,121.79269,Other,247631,22195874,NOT ENTRY (600X600),,,,{1B98009C-4CB5-47B5-8E96-481E2E298952}
121.79264,-32.17375,H003,Eyre Hwy,Eyre Hwy,1.93,Single,1.93,State Road,5,Goldfields - Esperance,603,Dundas,Right,,,,1,R2-4B,NO ENTRY (600 X 600),,,,,,,-32.17375,121.79264,Other,247631,22195875,NOT ENTRY (600X600),,,,{7B7085DB-D9CD-4585-A53D-72CB1F9BBA5B}
121.79223,-32.17417,H003,Eyre Hwy,Eyre Hwy,1.87,Single,1.87,State Road,5,Goldfields - Esperance,603,Dundas,Left,,,,1,R2-6B(R),NO RIGHT TURN (600 X 600),,,,,,,-32.17417,121.79223,Other,247631,22195876,NO RIGHT TURN (600X600),,,,{DB2BAB59-9FA5-4AF2-B631-91DD187290AE}
121.782113,-32.19781,6030077,Ramsay St,Ramsay St,0.02,Single,0.02,Local Road,5,Goldfields - Esperance,603,Dundas,Verge,,,0,2,R6-25B,RAILWAY CROSSING (POSITION) (WITH TARGET BOARD) (1200 X 800),R6-9,STOP ON RED SIGNAL (450 X 600),,,,,-32.19781,121.782113,Other,235251,22195877,,,,,{F118C97F-5502-45F6-92DD-BFF205079F89}
121.789369,-32.197741,6030068,Mines Rd,Mines Rd,1.65,Single,1.65,Local Road,5,Goldfields - Esperance,603,Dundas,Verge,,,0,1,R4-11B,END SPEED LIMIT AREA (600 X 1000),,,,,,,-32.197741,121.789369,Other,228854,22195878,50,,,,{0A40ED73-34B3-4C28-93F5-AED03DC688FE}
121.6508,-31.19706,H049,Goldfields Hwy,Goldfields Hwy,19.79,Single,19.75,State Road,5,Goldfields - Esperance,602,Coolgardie,Left,,2016/01/29 16:00:00+00,,2,R6-29,KEEP LEFT UNLESS OVERTAKING (2400 X 1200),R9-6-1C,NEXT...M (1200 X 240),,,,,-31.19706,121.6508,Other,247645,22195879,KEEP LEFT UNLESS OVERTAKING,NEXT 900M,,,{0598EED0-559F-4895-BC10-D52D36388994}
121.644154,-31.181593,H049,Goldfields Hwy,Goldfields Hwy,21.71,Single,21.67,State Road,5,Goldfields - Esperance,602,Coolgardie,Right,,,,1,R6-9,STOP ON RED SIGNAL (450 X 600),,,,,,,-31.181593,121.644154,Other,247645,22195880,STOP ON RED SIGNAL,,,,{D1D943B0-7C27-4321-82A1-183658DC0FC3}
121.644975,-31.182037,H049,Goldfields Hwy,Goldfields Hwy,21.72,Single,21.68,State Road,5,Goldfields - Esperance,602,Coolgardie,Left,,,,2,R6-9,STOP ON RED SIGNAL (450 X 600),D4-3B(R),WIDTH MARKER RIGHT (450 X 900),,,,,-31.182037,121.644975,Other,247645,22195881,STOP ON RED SIGNAL,WIDTH MARKER,,,{E2061EEB-BCE2-448E-B018-574DC3A0D86A}
121.165292,-30.950809,6020026,Shaw St,Shaw St,0.06,Single,0.06,Local Road,5,Goldfields - Esperance,602,Coolgardie,Verge,,,0,2,MR-RS-15B,ENHANCED SCHOOL ZONE SIGN (ALL REGIONS EXCEPT NORTHERN REGIONS) (600 X 1500),R4-9B,END SCHOOL ZONE (600 X 600),,,,,-30.950809,121.165292,Other,238672,22195882,,,,,{1FD8C2D6-436D-4C4A-9087-677C60B8B23E}
121.165292,-30.950809,6020026,Shaw St,Shaw St,0.06,Single,0.06,Local Road,5,Goldfields - Esperance,602,Coolgardie,Verge,,,0,2,MR-RS-15B,ENHANCED SCHOOL ZONE SIGN (ALL REGIONS EXCEPT NORTHERN REGIONS) (600 X 1500),R4-9B,END SCHOOL ZONE (600 X 600),,,,,-30.950809,121.165292,Other,238672,22195883,,,,,{B4B38CA3-D32D-438C-9D6E-9359D3E02C44}
